Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
P587,4,4,2,5,2,3,2,3,0,5,4,1,3,7,5,6,3,5,2,6,3,3,1,8,6,5,2,2,2,9,4,1,3,4,2,1,4,3,2,3,3,5,8,2,1,3,4,3,4,2,5,5,0,9,0.44,0.44,0.22,0.56,0.22,0.33,0.22,0.33,0.00,0.56,0.44,0.11,0.33,0.78,0.56,0.67,0.33,0.56,0.22,0.67,0.33,0.33,0.11,0.89,0.67,0.56,0.22,0.22,0.22,1.00,0.44,0.11,0.33,0.44,0.22,0.11,0.44,0.33,0.22,0.33,0.33,0.56,0.89,0.22,0.11,0.33,0.44,0.33,0.44,0.22,0.56,0.56
P588,5,2,1,0,1,2,2,6,2,6,4,1,1,2,2,2,1,3,2,6,2,1,1,1,5,6,0,3,0,3,1,0,0,2,0,0,1,4,1,1,0,2,3,3,1,3,1,1,1,6,1,4,0,6,0.83,0.33,0.17,0.00,0.17,0.33,0.33,1.00,0.33,1.00,0.67,0.17,0.17,0.33,0.33,0.33,0.17,0.50,0.33,1.00,0.33,0.17,0.17,0.17,0.83,1.00,0.00,0.50,0.00,0.50,0.17,0.00,0.00,0.33,0.00,0.00,0.17,0.67,0.17,0.17,0.00,0.33,0.50,0.50,0.17,0.50,0.17,0.17,0.17,1.00,0.17,0.67
P589,0,1,1,0,2,1,0,1,0,1,1,1,0,2,0,2,1,0,2,1,0,1,4,1,1,4,1,1,2,1,0,2,1,3,2,4,2,2,1,0,2,3,2,7,0,5,1,0,0,3,4,0,0,7,0.00,0.14,0.14,0.00,0.29,0.14,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.29,0.00,0.29,0.14,0.00,0.29,0.14,0.00,0.14,0.57,0.14,0.14,0.57,0.14,0.14,0.29,0.14,0.00,0.29,0.14,0.43,0.29,0.57,0.29,0.29,0.14,0.00,0.29,0.43,0.29,1.00,0.00,0.71,0.14,0.00,0.00,0.43,0.57,0.00
P590,3,4,4,6,4,4,0,5,2,1,5,3,2,5,6,4,5,2,8,5,6,2,9,8,3,2,0,3,2,1,1,3,2,1,4,4,5,2,3,3,1,6,4,3,3,1,1,5,3,4,7,8,0,9,0.33,0.44,0.44,0.67,0.44,0.44,0.00,0.56,0.22,0.11,0.56,0.33,0.22,0.56,0.67,0.44,0.56,0.22,0.89,0.56,0.67,0.22,1.00,0.89,0.33,0.22,0.00,0.33,0.22,0.11,0.11,0.33,0.22,0.11,0.44,0.44,0.56,0.22,0.33,0.33,0.11,0.67,0.44,0.33,0.33,0.11,0.11,0.56,0.33,0.44,0.78,0.89
P591,2,2,2,2,1,3,2,1,4,4,4,4,1,1,2,2,3,6,4,3,4,1,3,3,3,6,4,3,4,3,1,1,1,0,2,1,3,3,2,2,2,5,1,0,0,2,3,3,4,4,4,8,0,8,0.25,0.25,0.25,0.25,0.13,0.38,0.25,0.13,0.50,0.50,0.50,0.50,0.13,0.13,0.25,0.25,0.38,0.75,0.50,0.38,0.50,0.13,0.38,0.38,0.38,0.75,0.50,0.38,0.50,0.38,0.13,0.13,0.13,0.00,0.25,0.13,0.38,0.38,0.25,0.25,0.25,0.63,0.13,0.00,0.00,0.25,0.38,0.38,0.50,0.50,0.50,1.00
P592,2,0,0,1,0,0,0,1,1,1,3,0,0,2,2,1,0,2,1,1,0,3,0,0,3,1,0,1,4,0,0,0,0,1,2,1,1,1,2,2,1,1,1,0,3,0,6,1,2,1,1,6,0,6,0.33,0.00,0.00,0.17,0.00,0.00,0.00,0.17,0.17,0.17,0.50,0.00,0.00,0.33,0.33,0.17,0.00,0.33,0.17,0.17,0.00,0.50,0.00,0.00,0.50,0.17,0.00,0.17,0.67,0.00,0.00,0.00,0.00,0.17,0.33,0.17,0.17,0.17,0.33,0.33,0.17,0.17,0.17,0.00,0.50,0.00,1.00,0.17,0.33,0.17,0.17,1.00
P593,4,5,1,4,0,1,3,5,3,3,4,4,6,3,7,4,2,6,4,5,2,6,3,2,2,8,4,0,2,2,2,2,3,1,2,3,4,1,3,3,3,3,5,4,4,3,5,3,4,2,7,2,0,8,0.50,0.63,0.13,0.50,0.00,0.13,0.38,0.63,0.38,0.38,0.50,0.50,0.75,0.38,0.88,0.50,0.25,0.75,0.50,0.63,0.25,0.75,0.38,0.25,0.25,1.00,0.50,0.00,0.25,0.25,0.25,0.25,0.38,0.13,0.25,0.38,0.50,0.13,0.38,0.38,0.38,0.38,0.63,0.50,0.50,0.38,0.63,0.38,0.50,0.25,0.88,0.25
P594,1,2,3,5,3,4,4,3,3,1,2,3,3,6,1,9,5,3,5,3,2,4,9,6,3,3,4,1,1,2,0,4,1,2,5,0,3,1,4,0,3,2,4,5,4,5,3,3,3,5,6,4,0,9,0.11,0.22,0.33,0.56,0.33,0.44,0.44,0.33,0.33,0.11,0.22,0.33,0.33,0.67,0.11,1.00,0.56,0.33,0.56,0.33,0.22,0.44,1.00,0.67,0.33,0.33,0.44,0.11,0.11,0.22,0.00,0.44,0.11,0.22,0.56,0.00,0.33,0.11,0.44,0.00,0.33,0.22,0.44,0.56,0.44,0.56,0.33,0.33,0.33,0.56,0.67,0.44
P595,1,2,3,3,1,5,1,4,3,4,1,5,2,2,1,0,2,4,10,5,3,4,3,4,3,2,1,2,3,3,2,2,3,0,0,1,0,1,0,2,4,1,3,1,4,2,6,5,3,7,1,3,0,10,0.10,0.20,0.30,0.30,0.10,0.50,0.10,0.40,0.30,0.40,0.10,0.50,0.20,0.20,0.10,0.00,0.20,0.40,1.00,0.50,0.30,0.40,0.30,0.40,0.30,0.20,0.10,0.20,0.30,0.30,0.20,0.20,0.30,0.00,0.00,0.10,0.00,0.10,0.00,0.20,0.40,0.10,0.30,0.10,0.40,0.20,0.60,0.50,0.30,0.70,0.10,0.30
P596,2,3,5,4,3,3,7,3,3,4,5,4,9,7,5,11,5,9,10,6,4,10,8,7,6,12,3,4,1,2,1,5,5,6,6,2,6,7,4,7,5,1,6,6,7,2,10,5,3,7,12,7,1,12,0.09,0.18,0.36,0.27,0.18,0.18,0.55,0.18,0.18,0.27,0.36,0.27,0.73,0.55,0.36,0.91,0.36,0.73,0.82,0.45,0.27,0.82,0.64,0.55,0.45,1.00,0.18,0.27,0.00,0.09,0.00,0.36,0.36,0.45,0.45,0.09,0.45,0.55,0.27,0.55,0.36,0.00,0.45,0.45,0.55,0.09,0.82,0.36,0.18,0.55,1.00,0.55
P597,1,2,0,0,2,1,1,0,0,0,0,2,1,1,0,1,1,0,0,0,1,2,0,1,1,6,1,1,1,0,0,1,1,1,1,0,0,1,3,0,6,1,1,2,2,3,1,3,5,2,3,4,0,6,0.17,0.33,0.00,0.00,0.33,0.17,0.17,0.00,0.00,0.00,0.00,0.33,0.17,0.17,0.00,0.17,0.17,0.00,0.00,0.00,0.17,0.33,0.00,0.17,0.17,1.00,0.17,0.17,0.17,0.00,0.00,0.17,0.17,0.17,0.17,0.00,0.00,0.17,0.50,0.00,1.00,0.17,0.17,0.33,0.33,0.50,0.17,0.50,0.83,0.33,0.50,0.67
P598,10,6,6,15,10,14,10,9,12,12,11,13,19,11,16,16,14,14,14,21,11,11,17,18,16,25,8,8,9,2,6,7,10,9,9,5,8,16,15,13,7,8,12,14,12,12,12,13,14,16,19,21,2,25,0.35,0.17,0.17,0.57,0.35,0.52,0.35,0.30,0.43,0.43,0.39,0.48,0.74,0.39,0.61,0.61,0.52,0.52,0.52,0.83,0.39,0.39,0.65,0.70,0.61,1.00,0.26,0.26,0.30,0.00,0.17,0.22,0.35,0.30,0.30,0.13,0.26,0.61,0.57,0.48,0.22,0.26,0.43,0.52,0.43,0.43,0.43,0.48,0.52,0.61,0.74,0.83
P599,2,1,1,1,3,2,1,1,1,3,3,2,2,0,5,1,1,3,3,3,1,3,2,5,10,6,5,6,3,1,6,4,4,5,3,5,3,5,3,7,1,5,5,3,4,3,8,3,10,8,7,16,0,16,0.13,0.06,0.06,0.06,0.19,0.13,0.06,0.06,0.06,0.19,0.19,0.13,0.13,0.00,0.31,0.06,0.06,0.19,0.19,0.19,0.06,0.19,0.13,0.31,0.63,0.38,0.31,0.38,0.19,0.06,0.38,0.25,0.25,0.31,0.19,0.31,0.19,0.31,0.19,0.44,0.06,0.31,0.31,0.19,0.25,0.19,0.50,0.19,0.63,0.50,0.44,1.00
P600,0,1,3,1,1,1,2,2,0,1,3,0,1,1,2,0,1,1,1,1,2,2,0,3,1,8,1,5,0,0,2,4,0,2,3,2,5,0,2,1,7,1,1,2,4,1,2,4,4,8,8,6,0,8,0.00,0.13,0.38,0.13,0.13,0.13,0.25,0.25,0.00,0.13,0.38,0.00,0.13,0.13,0.25,0.00,0.13,0.13,0.13,0.13,0.25,0.25,0.00,0.38,0.13,1.00,0.13,0.63,0.00,0.00,0.25,0.50,0.00,0.25,0.38,0.25,0.63,0.00,0.25,0.13,0.88,0.13,0.13,0.25,0.50,0.13,0.25,0.50,0.50,1.00,1.00,0.75
P601,0,0,1,0,1,1,1,1,0,0,0,2,0,3,1,0,0,0,3,2,1,1,1,5,3,1,2,3,2,4,2,0,2,4,4,4,1,2,1,4,1,1,4,0,3,0,1,0,6,2,3,3,0,6,0.00,0.00,0.17,0.00,0.17,0.17,0.17,0.17,0.00,0.00,0.00,0.33,0.00,0.50,0.17,0.00,0.00,0.00,0.50,0.33,0.17,0.17,0.17,0.83,0.50,0.17,0.33,0.50,0.33,0.67,0.33,0.00,0.33,0.67,0.67,0.67,0.17,0.33,0.17,0.67,0.17,0.17,0.67,0.00,0.50,0.00,0.17,0.00,1.00,0.33,0.50,0.50
P602,0,0,0,1,1,0,2,4,0,0,1,0,0,3,3,0,0,0,0,0,1,0,1,1,1,0,3,1,0,1,1,1,2,2,0,1,0,0,1,0,0,1,1,0,0,2,0,1,1,0,2,1,0,4,0.00,0.00,0.00,0.25,0.25,0.00,0.50,1.00,0.00,0.00,0.25,0.00,0.00,0.75,0.75,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,0.00,0.75,0.25,0.00,0.25,0.25,0.25,0.50,0.50,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.25,0.25,0.00,0.00,0.50,0.00,0.25,0.25,0.00,0.50,0.25
P603,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,2,1,0,0,1,0,0,0,1,1,1,1,3,1,1,0,1,0,0,3,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,0.00,0.33,0.67,0.33,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.00,0.33,0.00
P604,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
P605,1,3,2,1,4,1,0,1,0,0,2,0,0,0,1,0,1,1,2,0,0,5,1,1,0,3,1,0,0,0,1,1,1,1,3,3,1,0,0,0,4,3,0,1,3,0,1,0,3,1,1,4,0,5,0.20,0.60,0.40,0.20,0.80,0.20,0.00,0.20,0.00,0.00,0.40,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.40,0.00,0.00,1.00,0.20,0.20,0.00,0.60,0.20,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.60,0.60,0.20,0.00,0.00,0.00,0.80,0.60,0.00,0.20,0.60,0.00,0.20,0.00,0.60,0.20,0.20,0.80
P606,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,2,0,0,2,1,0,1,2,1,0,1,2,0,1,0,5,1,0,2,1,0,0,0,1,0,0,0,1,0,0,5,1,1,2,0,5,0.20,0.20,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.40,0.00,0.00,0.40,0.20,0.00,0.20,0.40,0.20,0.00,0.20,0.40,0.00,0.20,0.00,1.00,0.20,0.00,0.40,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,1.00,0.20,0.20,0.40
P607,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
P608,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,3,0,0,5,0,5,0.20,0.20,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.20,0.00,0.20,0.60,0.00,0.00,1.00
P609,0,0,2,1,8,4,5,3,3,4,2,3,3,3,3,3,6,5,5,3,0,5,9,6,10,5,1,3,1,4,6,2,3,2,3,3,2,3,3,5,1,3,2,6,3,1,1,2,1,6,2,9,0,10,0.00,0.00,0.20,0.10,0.80,0.40,0.50,0.30,0.30,0.40,0.20,0.30,0.30,0.30,0.30,0.30,0.60,0.50,0.50,0.30,0.00,0.50,0.90,0.60,1.00,0.50,0.10,0.30,0.10,0.40,0.60,0.20,0.30,0.20,0.30,0.30,0.20,0.30,0.30,0.50,0.10,0.30,0.20,0.60,0.30,0.10,0.10,0.20,0.10,0.60,0.20,0.90
P610,6,3,1,4,5,1,11,3,5,2,5,4,4,4,3,9,2,2,2,2,5,4,3,9,5,5,3,1,6,2,2,3,3,4,4,0,3,3,3,1,2,3,5,0,3,5,4,7,6,4,4,5,0,11,0.55,0.27,0.09,0.36,0.45,0.09,1.00,0.27,0.45,0.18,0.45,0.36,0.36,0.36,0.27,0.82,0.18,0.18,0.18,0.18,0.45,0.36,0.27,0.82,0.45,0.45,0.27,0.09,0.55,0.18,0.18,0.27,0.27,0.36,0.36,0.00,0.27,0.27,0.27,0.09,0.18,0.27,0.45,0.00,0.27,0.45,0.36,0.64,0.55,0.36,0.36,0.45
P611,3,1,2,7,3,0,4,3,3,3,3,2,3,2,2,2,3,5,5,3,2,2,6,4,9,8,2,1,4,7,3,3,5,3,0,1,2,6,3,6,5,4,5,7,1,2,3,3,1,2,6,10,0,10,0.30,0.10,0.20,0.70,0.30,0.00,0.40,0.30,0.30,0.30,0.30,0.20,0.30,0.20,0.20,0.20,0.30,0.50,0.50,0.30,0.20,0.20,0.60,0.40,0.90,0.80,0.20,0.10,0.40,0.70,0.30,0.30,0.50,0.30,0.00,0.10,0.20,0.60,0.30,0.60,0.50,0.40,0.50,0.70,0.10,0.20,0.30,0.30,0.10,0.20,0.60,1.00
P612,14,11,13,9,13,14,12,26,20,13,11,14,16,8,9,15,16,17,15,17,24,10,16,16,16,20,16,5,8,9,7,6,10,12,12,7,13,5,11,10,8,18,9,19,17,11,14,15,14,13,12,15,5,26,0.43,0.29,0.38,0.19,0.38,0.43,0.33,1.00,0.71,0.38,0.29,0.43,0.52,0.14,0.19,0.48,0.52,0.57,0.48,0.57,0.90,0.24,0.52,0.52,0.52,0.71,0.52,0.00,0.14,0.19,0.10,0.05,0.24,0.33,0.33,0.10,0.38,0.00,0.29,0.24,0.14,0.62,0.19,0.67,0.57,0.29,0.43,0.48,0.43,0.38,0.33,0.48
P613,18,26,12,17,23,15,18,19,33,31,21,32,21,17,29,20,20,23,20,27,20,30,29,33,43,31,9,17,16,17,14,15,13,8,13,25,16,29,17,17,19,19,24,26,21,25,25,24,29,23,34,30,8,43,0.29,0.51,0.11,0.26,0.43,0.20,0.29,0.31,0.71,0.66,0.37,0.69,0.37,0.26,0.60,0.34,0.34,0.43,0.34,0.54,0.34,0.63,0.60,0.71,1.00,0.66,0.03,0.26,0.23,0.26,0.17,0.20,0.14,0.00,0.14,0.49,0.23,0.60,0.26,0.26,0.31,0.31,0.46,0.51,0.37,0.49,0.49,0.46,0.60,0.43,0.74,0.63
P614,4,4,2,3,4,6,5,8,4,3,4,7,6,5,4,9,9,5,6,6,6,5,9,6,6,14,6,5,1,7,5,6,6,3,4,2,2,3,4,6,5,9,5,1,7,5,7,2,7,5,9,12,1,14,0.23,0.23,0.08,0.15,0.23,0.38,0.31,0.54,0.23,0.15,0.23,0.46,0.38,0.31,0.23,0.62,0.62,0.31,0.38,0.38,0.38,0.31,0.62,0.38,0.38,1.00,0.38,0.31,0.00,0.46,0.31,0.38,0.38,0.15,0.23,0.08,0.08,0.15,0.23,0.38,0.31,0.62,0.31,0.00,0.46,0.31,0.46,0.08,0.46,0.31,0.62,0.85
P615,17,16,19,20,19,19,29,35,15,27,24,24,34,29,24,29,24,29,22,22,37,32,25,27,50,33,14,11,13,24,16,17,15,17,18,20,19,26,16,24,17,20,26,35,29,22,22,30,29,31,34,39,11,50,0.15,0.13,0.21,0.23,0.21,0.21,0.46,0.62,0.10,0.41,0.33,0.33,0.59,0.46,0.33,0.46,0.33,0.46,0.28,0.28,0.67,0.54,0.36,0.41,1.00,0.56,0.08,0.00,0.05,0.33,0.13,0.15,0.10,0.15,0.18,0.23,0.21,0.38,0.13,0.33,0.15,0.23,0.38,0.62,0.46,0.28,0.28,0.49,0.46,0.51,0.59,0.72
P616,6,6,3,2,6,2,3,5,5,6,4,1,7,6,5,6,2,7,10,8,8,6,5,6,8,8,5,4,4,5,6,4,2,3,1,2,2,6,3,7,6,4,5,1,6,6,2,5,6,7,7,4,1,10,0.56,0.56,0.22,0.11,0.56,0.11,0.22,0.44,0.44,0.56,0.33,0.00,0.67,0.56,0.44,0.56,0.11,0.67,1.00,0.78,0.78,0.56,0.44,0.56,0.78,0.78,0.44,0.33,0.33,0.44,0.56,0.33,0.11,0.22,0.00,0.11,0.11,0.56,0.22,0.67,0.56,0.33,0.44,0.00,0.56,0.56,0.11,0.44,0.56,0.67,0.67,0.33
P617,36,33,40,46,39,39,26,44,34,34,43,46,36,28,27,44,32,32,39,32,36,39,31,25,33,22,24,22,24,28,27,18,24,27,34,27,35,38,52,32,25,25,22,24,29,35,33,32,34,32,19,18,18,52,0.53,0.44,0.65,0.82,0.62,0.62,0.24,0.76,0.47,0.47,0.74,0.82,0.53,0.29,0.26,0.76,0.41,0.41,0.62,0.41,0.53,0.62,0.38,0.21,0.44,0.12,0.18,0.12,0.18,0.29,0.26,0.00,0.18,0.26,0.47,0.26,0.50,0.59,1.00,0.41,0.21,0.21,0.12,0.18,0.32,0.50,0.44,0.41,0.47,0.41,0.03,0.00
P618,40,35,49,31,34,45,40,42,42,41,42,34,37,39,37,29,51,43,33,26,39,33,25,35,23,24,23,26,37,29,29,30,39,39,27,32,33,39,39,22,21,31,29,39,34,35,45,28,33,38,23,33,21,51,0.63,0.47,0.93,0.33,0.43,0.80,0.63,0.70,0.70,0.67,0.70,0.43,0.53,0.60,0.53,0.27,1.00,0.73,0.40,0.17,0.60,0.40,0.13,0.47,0.07,0.10,0.07,0.17,0.53,0.27,0.27,0.30,0.60,0.60,0.20,0.37,0.40,0.60,0.60,0.03,0.00,0.33,0.27,0.60,0.43,0.47,0.80,0.23,0.40,0.57,0.07,0.40
P619,38,31,31,41,41,36,37,27,40,34,45,33,22,37,43,32,52,29,37,28,29,27,33,36,27,21,32,39,23,32,25,45,31,46,27,28,32,34,25,21,30,36,28,21,30,34,31,33,25,36,19,22,19,52,0.58,0.36,0.36,0.67,0.67,0.52,0.55,0.24,0.64,0.45,0.79,0.42,0.09,0.55,0.73,0.39,1.00,0.30,0.55,0.27,0.30,0.24,0.42,0.52,0.24,0.06,0.39,0.61,0.12,0.39,0.18,0.79,0.36,0.82,0.24,0.27,0.39,0.45,0.18,0.06,0.33,0.52,0.27,0.06,0.33,0.45,0.36,0.42,0.18,0.52,0.00,0.09
P620,31,27,37,29,34,39,28,28,30,32,38,37,39,30,40,32,42,29,31,38,35,27,38,36,35,26,22,23,27,31,29,24,30,25,25,27,24,35,30,34,24,21,31,36,27,25,27,34,27,37,31,19,19,42,0.52,0.35,0.78,0.43,0.65,0.87,0.39,0.39,0.48,0.57,0.83,0.78,0.87,0.48,0.91,0.57,1.00,0.43,0.52,0.83,0.70,0.35,0.83,0.74,0.70,0.30,0.13,0.17,0.35,0.52,0.43,0.22,0.48,0.26,0.26,0.35,0.22,0.70,0.48,0.65,0.22,0.09,0.52,0.74,0.35,0.26,0.35,0.65,0.35,0.78,0.52,0.00
P621,31,33,29,38,36,27,38,62,39,39,38,34,33,36,35,35,52,31,37,50,32,27,35,29,26,29,20,19,20,25,47,35,33,26,26,30,26,16,38,43,34,26,22,26,37,42,28,35,27,31,25,30,16,62,0.33,0.37,0.28,0.48,0.43,0.24,0.48,1.00,0.50,0.50,0.48,0.39,0.37,0.43,0.41,0.41,0.78,0.33,0.46,0.74,0.35,0.24,0.41,0.28,0.22,0.28,0.09,0.07,0.09,0.20,0.67,0.41,0.37,0.22,0.22,0.30,0.22,0.00,0.48,0.59,0.39,0.22,0.13,0.22,0.46,0.57,0.26,0.41,0.24,0.33,0.20,0.30
P622,29,33,39,40,40,37,37,37,26,42,34,32,25,36,46,41,35,31,30,36,30,34,34,30,24,33,29,27,41,23,23,23,21,42,35,35,27,25,32,41,37,37,25,19,40,31,39,21,37,40,27,25,19,46,0.37,0.52,0.74,0.78,0.78,0.67,0.67,0.67,0.26,0.85,0.56,0.48,0.22,0.63,1.00,0.81,0.59,0.44,0.41,0.63,0.41,0.56,0.56,0.41,0.19,0.52,0.37,0.30,0.81,0.15,0.15,0.15,0.07,0.85,0.59,0.59,0.30,0.22,0.48,0.81,0.67,0.67,0.22,0.00,0.78,0.44,0.74,0.07,0.67,0.78,0.30,0.22
P623,38,27,36,36,35,39,33,29,41,31,37,37,30,35,25,28,42,30,39,30,45,35,32,30,29,25,25,26,26,25,35,24,27,27,44,43,22,35,31,33,35,25,40,43,36,34,32,18,26,35,29,23,18,45,0.74,0.33,0.67,0.67,0.63,0.78,0.56,0.41,0.85,0.48,0.70,0.70,0.44,0.63,0.26,0.37,0.89,0.44,0.78,0.44,1.00,0.63,0.52,0.44,0.41,0.26,0.26,0.30,0.30,0.26,0.63,0.22,0.33,0.33,0.96,0.93,0.15,0.63,0.48,0.56,0.63,0.26,0.81,0.93,0.67,0.59,0.52,0.00,0.30,0.63,0.41,0.19
P624,5,10,13,6,12,10,15,17,9,13,11,11,8,9,12,2,8,13,9,11,5,10,11,6,7,11,11,12,7,6,8,8,11,6,5,8,8,7,8,10,6,13,10,8,8,11,3,8,6,6,10,4,2,17,0.20,0.53,0.73,0.27,0.67,0.53,0.87,1.00,0.47,0.73,0.60,0.60,0.40,0.47,0.67,0.00,0.40,0.73,0.47,0.60,0.20,0.53,0.60,0.27,0.33,0.60,0.60,0.67,0.33,0.27,0.40,0.40,0.60,0.27,0.20,0.40,0.40,0.33,0.40,0.53,0.27,0.73,0.53,0.40,0.40,0.60,0.07,0.40,0.27,0.27,0.53,0.13
P625,11,6,11,15,7,12,8,6,8,17,17,11,6,3,11,14,12,12,13,12,6,9,7,10,3,7,6,10,6,9,14,7,8,12,5,8,11,11,9,12,6,7,11,15,8,7,12,6,9,6,7,10,3,17,0.57,0.21,0.57,0.86,0.29,0.64,0.36,0.21,0.36,1.00,1.00,0.57,0.21,0.00,0.57,0.79,0.64,0.64,0.71,0.64,0.21,0.43,0.29,0.50,0.00,0.29,0.21,0.50,0.21,0.43,0.79,0.29,0.36,0.64,0.14,0.36,0.57,0.57,0.43,0.64,0.21,0.29,0.57,0.86,0.36,0.29,0.64,0.21,0.43,0.21,0.29,0.50
P626,10,6,8,13,9,16,11,5,8,12,12,10,13,7,11,6,9,9,9,7,5,8,9,8,10,7,8,9,6,4,7,5,6,8,15,4,9,6,18,6,7,8,7,12,9,10,9,10,13,11,8,11,4,18,0.43,0.14,0.29,0.64,0.36,0.86,0.50,0.07,0.29,0.57,0.57,0.43,0.64,0.21,0.50,0.14,0.36,0.36,0.36,0.21,0.07,0.29,0.36,0.29,0.43,0.21,0.29,0.36,0.14,0.00,0.21,0.07,0.14,0.29,0.79,0.00,0.36,0.14,1.00,0.14,0.21,0.29,0.21,0.57,0.36,0.43,0.36,0.43,0.64,0.50,0.29,0.50
P627,12,11,12,9,11,8,8,12,13,13,12,11,11,12,5,6,8,14,12,13,10,12,6,9,7,8,5,6,18,5,7,7,12,11,9,5,6,11,6,9,4,10,7,14,6,14,12,13,12,8,18,12,4,18,0.57,0.50,0.57,0.36,0.50,0.29,0.29,0.57,0.64,0.64,0.57,0.50,0.50,0.57,0.07,0.14,0.29,0.71,0.57,0.64,0.43,0.57,0.14,0.36,0.21,0.29,0.07,0.14,1.00,0.07,0.21,0.21,0.57,0.50,0.36,0.07,0.14,0.50,0.14,0.36,0.00,0.43,0.21,0.71,0.14,0.71,0.57,0.64,0.57,0.29,1.00,0.57
P628,7,6,13,9,11,5,14,10,7,4,7,12,14,9,7,10,9,8,11,5,3,8,7,12,8,8,8,11,12,9,9,4,6,10,9,9,3,13,6,6,9,8,12,8,4,6,7,6,13,8,9,8,3,14,0.36,0.27,0.91,0.55,0.73,0.18,1.00,0.64,0.36,0.09,0.36,0.82,1.00,0.55,0.36,0.64,0.55,0.45,0.73,0.18,0.00,0.45,0.36,0.82,0.45,0.45,0.45,0.73,0.82,0.55,0.55,0.09,0.27,0.64,0.55,0.55,0.00,0.91,0.27,0.27,0.55,0.45,0.82,0.45,0.09,0.27,0.36,0.27,0.91,0.45,0.55,0.45
